Country_Region,date,confirmed,daily
US,2020-02-01,8,0
US,2020-02-02,8,0
US,2020-02-03,11,3
US,2020-02-04,11,0
US,2020-02-05,11,0
US,2020-02-06,12,1
US,2020-02-07,12,0
US,2020-02-08,12,0
US,2020-02-09,12,0
US,2020-02-10,12,0
US,2020-02-11,13,1
US,2020-02-12,13,0
US,2020-02-13,14,1
US,2020-02-14,14,0
US,2020-02-15,14,0
US,2020-02-16,14,0
US,2020-02-17,15,1
US,2020-02-18,16,1
US,2020-02-19,16,0
US,2020-02-20,16,0
US,2020-02-21,16,0
US,2020-02-22,16,0
US,2020-02-23,16,0
US,2020-02-24,17,1
US,2020-02-25,18,1
US,2020-02-26,19,1
US,2020-02-27,19,0
US,2020-02-28,19,0
US,2020-02-29,26,7
